Japan,India,China,Australia,date
106.68,39.37,7.2228,1.1377,2008-01-24
107.31,39.33,7.2115,1.1342,2008-01-25
106.65,39.35,7.195,1.1321,2008-01-28
107.08,39.28,7.1965,1.1242,2008-01-29
107.25,39.35,7.1912,1.1245,2008-01-30
106.74,39.31,7.1818,1.1151,2008-01-31
106.3,39.12,7.1845,1.1068,2008-02-01
106.73,39.13,7.1915,1.1,2008-02-04
106.94,39.4,7.1835,1.1115,2008-02-05
106.75,39.49,7.183,1.1132,2008-02-06
106.82,39.43,7.183,1.1183,2008-02-07
107.34,39.61,7.183,1.1179,2008-02-08
106.64,39.6,7.1905,1.1078,2008-02-11
107.42,39.56,7.184,1.104,2008-02-12
108.15,39.75,7.1973,1.1193,2008-02-13
107.97,39.57,7.188,1.1069,2008-02-14
107.67,39.65,7.178,1.1027,2008-02-15
107.5,39.91,7.1485,1.0866,2008-02-19
107.97,40.11,7.1425,1.0931,2008-02-20
107.6,39.83,7.1395,1.0862,2008-02-21
106.98,40.04,7.14,1.0864,2008-02-22
107.88,39.9,7.1522,1.0832,2008-02-25
107.73,39.89,7.158,1.0762,2008-02-26
106.38,39.68,7.14,1.0619,2008-02-27
105.64,39.84,7.11,1.0567,2008-02-28
104.19,39.96,7.1115,1.0672,2008-02-29
103.57,40.33,7.1035,1.0628,2008-03-03
102.67,40.27,7.106,1.0838,2008-03-04
103.99,40.19,7.1075,1.0731,2008-03-05
103.1,40.13,7.1059,1.0733,2008-03-06
102.69,40.42,7.111,1.0772,2008-03-07
101.8,40.39,7.106,1.0897,2008-03-10
102.87,40.23,7.1027,1.0812,2008-03-11
102.38,40.02,7.101,1.0727,2008-03-12
100.58,40.18,7.09,1.0626,2008-03-13
100.2,40.4,7.089,1.0671,2008-03-14
96.88,40.46,7.083,1.0889,2008-03-17
98.23,40.2,7.0795,1.0786,2008-03-18
99.34,40,7.066,1.0853,2008-03-19
98.79,40.32,7.052,1.1163,2008-03-20
99.4,39.86,7.0515,1.1091,2008-03-21
100.77,40.03,7.055,1.1035,2008-03-24
100.07,39.93,7.044,1.0946,2008-03-25
99.12,39.96,7.029,1.0874,2008-03-26
99.87,39.95,7.0105,1.0867,2008-03-27
99.71,39.76,7.012,1.0884,2008-03-28
99.85,40.02,7.012,1.0951,2008-03-31
101.77,39.88,7.0116,1.1029,2008-04-01
102.77,39.88,7.0185,1.0948,2008-04-02
102.21,39.94,7.015,1.0927,2008-04-03
101.75,39.93,7.015,1.0853,2008-04-04
102.62,39.96,7.001,1.0783,2008-04-07
102.55,39.9,7.0008,1.0778,2008-04-08
101.83,39.91,7.0017,1.0772,2008-04-09
101.71,39.89,6.991,1.0725,2008-04-10
101.09,39.84,7.006,1.0764,2008-04-11
100.87,39.86,6.999,1.0835,2008-04-14
101.33,39.83,6.9945,1.0817,2008-04-15
101.4,39.89,6.992,1.0643,2008-04-16
102.22,39.79,6.984,1.0672,2008-04-17
104.56,39.73,7.0065,1.076,2008-04-18
103.38,39.92,6.9996,1.0618,2008-04-21
102.7,39.93,6.989,1.0573,2008-04-22
103.55,40,6.9895,1.054,2008-04-23
104.2,40.14,6.9955,1.0644,2008-04-24
104.17,40.13,7.0095,1.0718,2008-04-25
104.3,40.1,7.002,1.0644,2008-04-28
103.4,40.37,6.9845,1.0699,2008-04-29
104.53,40.45,6.987,1.0617,2008-04-30
104.04,40.58,6.9876,1.0709,2008-05-01
105.33,40.55,6.987,1.0677,2008-05-02
105.12,40.45,6.9815,1.0578,2008-05-05
104.54,40.8,6.986,1.0547,2008-05-06
105.28,41.3,6.986,1.0609,2008-05-07
103.87,41.66,7,1.0604,2008-05-08
103.01,41.55,6.9876,1.0619,2008-05-09
103.83,42,6.9881,1.0563,2008-05-12
104.41,42.08,6.9889,1.0616,2008-05-13
105.2,42.34,6.999,1.0697,2008-05-14
104.61,42.6,6.9943,1.0621,2008-05-15
103.86,42.5,6.988,1.0482,2008-05-16
104.55,42.46,6.97,1.0491,2008-05-19
103.66,42.5,6.9725,1.0418,2008-05-20
103.34,42.77,6.9592,1.0369,2008-05-21
104.03,42.93,6.942,1.0469,2008-05-22
103.22,42.68,6.9412,1.0408,2008-05-23
103.98,42.86,6.945,1.043,2008-05-27
104.69,42.75,6.9408,1.0399,2008-05-28
105.52,42.53,6.9377,1.0477,2008-05-29
105.46,42.15,6.94,1.047,2008-05-30
104.41,42.38,6.9325,1.0473,2008-06-02
105.29,42.5,6.9341,1.0477,2008-06-03
104.99,42.6,6.9633,1.0411,2008-06-04
106,42.82,6.946,1.0453,2008-06-05
105.33,42.63,6.923,1.0413,2008-06-06
106.06,42.85,6.923,1.0501,2008-06-09
107.19,42.92,6.9248,1.0584,2008-06-10
106.77,42.65,6.9095,1.0541,2008-06-11
107.94,42.7,6.907,1.0704,2008-06-12
107.92,42.86,6.9044,1.065,2008-06-13
108.19,42.93,6.8911,1.0634,2008-06-16
108.03,42.86,6.8954,1.0607,2008-06-17
108.05,42.8,6.8821,1.0592,2008-06-18
107.95,42.91,6.877,1.0527,2008-06-19
107.42,42.86,6.8796,1.0482,2008-06-20
107.89,42.97,6.874,1.0519,2008-06-23
107.76,42.75,6.8699,1.0446,2008-06-24
108.29,42.73,6.8653,1.0482,2008-06-25
107.29,42.6,6.863,1.0446,2008-06-26
106.28,42.78,6.8618,1.0406,2008-06-27
106.17,42.93,6.8591,1.0458,2008-06-30
105.73,43.23,6.8608,1.0488,2008-07-01
105.87,43.15,6.8542,1.038,2008-07-02
106.79,43.17,6.8529,1.0412,2008-07-03
107.55,43.29,6.8567,1.0492,2008-07-07
107.35,43.23,6.851,1.049,2008-07-08
107.12,43.02,6.8632,1.0433,2008-07-09
107.03,42.94,6.843,1.0394,2008-07-10
106.14,42.8,6.8338,1.0337,2008-07-11
106.18,42.8,6.845,1.0287,2008-07-14
104.78,43.12,6.8211,1.0207,2008-07-15
104.64,43.05,6.8104,1.0245,2008-07-16
105.82,42.7,6.8189,1.0256,2008-07-17
106.75,42.66,6.8168,1.028,2008-07-18
106.74,42.57,6.8271,1.0257,2008-07-21
107.11,42.65,6.8248,1.0293,2008-07-22
107.68,42.05,6.8279,1.0378,2008-07-23
107.62,42.1,6.8292,1.0449,2008-07-24
107.89,41.1,6.8189,1.0458,2008-07-25
107.49,42.52,6.8332,1.0448,2008-07-28
108.19,42.56,6.8264,1.0517,2008-07-29
108.17,42.28,6.8272,1.06,2008-07-30
108.1,42.47,6.8388,1.0621,2008-07-31
107.59,42.26,6.8423,1.0733,2008-08-01
108.23,42.45,6.8471,1.0754,2008-08-04
108.2,42.15,6.8501,1.0921,2008-08-05
109.39,42.01,6.8482,1.1016,2008-08-06
109.44,42.05,6.8555,1.1014,2008-08-07
110.09,42.05,6.8604,1.1217,2008-08-08
110.08,42.06,6.8577,1.1275,2008-08-11
109.78,42.34,6.8659,1.1419,2008-08-12
108.71,42.55,6.8601,1.1527,2008-08-13
109.75,43,6.86,1.1482,2008-08-14
110.48,42.8,6.8649,1.1526,2008-08-15
110.07,43.49,6.8705,1.1478,2008-08-18
109.68,43.51,6.8599,1.1481,2008-08-19
109.98,43.61,6.8529,1.1478,2008-08-20
108.35,43.43,6.8405,1.1383,2008-08-21
109.88,43.32,6.8333,1.1509,2008-08-22
109.11,43.68,6.848,1.1526,2008-08-25
109.83,43.74,6.78,1.1681,2008-08-26
109.72,43.62,6.807,1.1692,2008-08-27
109.56,43.65,6.8405,1.1604,2008-08-28
108.69,43.25,6.8252,1.1678,2008-08-29
108.85,44.4,6.8215,1.1962,2008-09-02
108.18,43.95,6.8429,1.1973,2008-09-03
107.76,44.26,6.851,1.2051,2008-09-04
106.96,44.63,6.84,1.2335,2008-09-05
107.91,44.5,6.8438,1.2268,2008-09-08
107.1,44.83,6.8381,1.2375,2008-09-09
107.86,45.14,6.835,1.2444,2008-09-10
106.66,45.46,6.8465,1.2534,2008-09-11
107.51,45.62,6.781,1.224,2008-09-12
105.67,45.93,6.8482,1.2376,2008-09-15
105.11,46.81,6.8391,1.2596,2008-09-16
104.71,46.16,6.829,1.277,2008-09-17
104.85,46.36,6.8375,1.2517,2008-09-18
107.18,45.71,6.8355,1.2066,2008-09-19
106.35,45.3,6.8306,1.1847,2008-09-22
105.8,45.65,6.8114,1.1926,2008-09-23
106.03,45.92,6.8233,1.1953,2008-09-24
106.48,46.08,6.815,1.1962,2008-09-25
106.06,46.48,6.8431,1.206,2008-09-26
105.1,46.49,6.8431,1.2308,2008-09-29
105.94,46.45,6.7899,1.2652,2008-09-30
106.06,46.47,6.8485,1.2599,2008-10-01
105.3,46.63,6.842,1.287,2008-10-02
105.76,47.01,6.8431,1.2903,2008-10-03
101.26,47.77,6.842,1.4008,2008-10-06
102.3,47.78,6.8171,1.3858,2008-10-07
99.73,48,6.8171,1.4948,2008-10-08
100.67,48,6.8202,1.4255,2008-10-09
99.44,48.41,6.8357,1.5312,2008-10-10
102.17,47.93,6.8339,1.4176,2008-10-14
101.47,48.53,6.835,1.4635,2008-10-15
100.46,48.88,6.8332,1.4908,2008-10-16
101.4,48.88,6.8332,1.4478,2008-10-17
101.74,48.96,6.8299,1.4349,2008-10-20
100.43,49.1,6.8337,1.4678,2008-10-21
98.63,49.25,6.8341,1.493,2008-10-22
97.6,49.82,6.8354,1.5022,2008-10-23
92.64,49.96,6.8432,1.6221,2008-10-24
93.28,49.8,6.8521,1.6466,2008-10-27
95.68,49.57,6.8385,1.5995,2008-10-28
97.48,49.71,6.839,1.4963,2008-10-29
97.47,49.68,6.8408,1.4937,2008-10-30
98.28,49.4,6.8388,1.5211,2008-10-31
98.95,48.61,6.8373,1.4656,2008-11-03
100.48,47.25,6.836,1.4276,2008-11-04
98.95,47.28,6.8285,1.4343,2008-11-05
98.04,47.64,6.8245,1.4728,2008-11-06
98.15,47.54,6.8255,1.4868,2008-11-07
97.96,47.3,6.8267,1.4804,2008-11-10
95.54,49.2,6.8293,1.5506,2008-11-12
95.95,49,6.8291,1.562,2008-11-13
96.66,48.78,6.8236,1.509,2008-11-14
97.03,49.19,6.8264,1.5239,2008-11-17
97.38,49.51,6.8239,1.5209,2008-11-18
96.75,49.84,6.8295,1.5382,2008-11-19
94.98,50.12,6.834,1.6152,2008-11-20
95.42,49.53,6.8302,1.599,2008-11-21
96.69,49.94,6.8249,1.5382,2008-11-24
95.53,49.87,6.822,1.5413,2008-11-25
95.46,49.18,6.8282,1.5456,2008-11-26
95.46,49.55,6.8254,1.5277,2008-11-28
93.71,49.94,6.8842,1.5511,2008-12-01
93.64,50.05,6.8786,1.5521,2008-12-02
93.25,49.92,6.8746,1.5427,2008-12-03
92.78,49.82,6.8817,1.5321,2008-12-04
92.18,49.6,6.8812,1.5765,2008-12-05
92.77,49.44,6.877,1.5051,2008-12-08
92.44,49.28,6.873,1.5152,2008-12-09
92.94,48.7,6.864,1.5117,2008-12-10
91.96,48.19,6.8513,1.4751,2008-12-11
91.26,48.2,6.842,1.5198,2008-12-12
90.68,47.62,6.848,1.4896,2008-12-15
89.98,47.81,6.8448,1.476,2008-12-16
87.84,47.5,6.835,1.4353,2008-12-17
89.81,46.74,6.8341,1.4316,2008-12-18
89.48,47.05,6.844,1.4693,2008-12-19
90.07,47.71,6.851,1.4637,2008-12-22
90.57,48.66,6.848,1.4697,2008-12-23
90.68,47.76,6.8355,1.465,2008-12-24
90.65,48.42,6.8409,1.4676,2008-12-26
90.2,48.25,6.8447,1.4388,2008-12-29
90.37,48.05,6.8295,1.448,2008-12-30
90.79,48.58,6.8225,1.432,2008-12-31
91.12,48.25,6.8225,1.4118,2009-01-02
93.2,48.5,6.83,1.3994,2009-01-05
94.2,48.5,6.836,1.3914,2009-01-06
92.7,48.56,6.833,1.3866,2009-01-07
91.15,48.45,6.8342,1.4142,2009-01-08
90.25,48.26,6.835,1.4158,2009-01-09
88.92,48.78,6.8362,1.4676,2009-01-12
89.65,48.89,6.8341,1.4981,2009-01-13
89.28,48.75,6.8347,1.506,2009-01-14
89.59,48.87,6.8363,1.5249,2009-01-15
90.29,48.62,6.8369,1.5015,2009-01-16
90.19,49.01,6.8403,1.5211,2009-01-20
87.8,49,6.8392,1.5396,2009-01-21
88.64,49.07,6.837,1.5281,2009-01-22
88.72,49,6.8392,1.5333,2009-01-23
89.25,48.5,6.8392,1.5129,2009-01-26
88.99,48.85,6.8392,1.5147,2009-01-27
88.87,48.81,6.8392,1.4928,2009-01-28
89.77,48.49,6.8392,1.5267,2009-01-29
89.83,48.83,6.8392,1.5674,2009-01-30
89.86,48.84,6.847,1.5823,2009-02-02
89.09,48.37,6.8399,1.5442,2009-02-03
89.53,48.68,6.8335,1.5387,2009-02-04
91.01,48.72,6.8355,1.5293,2009-02-05
91.95,48.61,6.8338,1.4892,2009-02-06
91.47,48.52,6.8392,1.4633,2009-02-09
90.65,48.68,6.8241,1.5177,2009-02-10
90.66,48.78,6.8332,1.527,2009-02-11
90.55,48.7,6.8345,1.5368,2009-02-12
91.84,48.58,6.8392,1.5163,2009-02-13
92.17,49.6,6.8355,1.5659,2009-02-17
93.81,49.84,6.8378,1.5662,2009-02-18
94.09,49.73,6.8348,1.5504,2009-02-19
93.87,49.71,6.8367,1.5579,2009-02-20
94.63,49.46,6.8355,1.5489,2009-02-23
96.6,49.75,6.8368,1.5555,2009-02-24
97.33,49.95,6.8369,1.5442,2009-02-25
98.55,50.32,6.8361,1.53,2009-02-26
97.74,50.88,6.8395,1.5579,2009-02-27
97.17,51.8,6.8438,1.587,2009-03-02
98.16,51.96,6.8413,1.5654,2009-03-03
99.34,51.53,6.8432,1.5387,2009-03-04
98.32,51.6,6.8406,1.5605,2009-03-05
97.88,51.68,6.8395,1.5605,2009-03-06
98.87,51.91,6.8398,1.5845,2009-03-09
98.39,51.35,6.841,1.5449,2009-03-10
97.74,50.98,6.8399,1.5392,2009-03-11
97.86,51.69,6.8383,1.5449,2009-03-12
98.04,51.54,6.838,1.5207,2009-03-13
98.17,51.31,6.8381,1.5126,2009-03-16
98.85,51.42,6.8369,1.5172,2009-03-17
98.08,51.22,6.8347,1.5177,2009-03-18
93.85,50.21,6.824,1.4436,2009-03-19
96.18,50.51,6.8277,1.451,2009-03-20
97.3,50.38,6.8335,1.4298,2009-03-23
97.86,50.4,6.8294,1.4251,2009-03-24
97.7,50.5,6.8304,1.4267,2009-03-25
98.47,50.4,6.832,1.4241,2009-03-26
97.99,50.46,6.831,1.4397,2009-03-27
97.44,51.12,6.836,1.4732,2009-03-30
99.15,50.87,6.8329,1.444,2009-03-31
98.93,50.48,6.8339,1.4407,2009-04-01
99.48,50.22,6.834,1.3949,2009-04-02
99.94,49.91,6.8343,1.4079,2009-04-03
100.65,50.01,6.8343,1.4083,2009-04-06
100.71,50,6.8361,1.3966,2009-04-07
99.95,50.28,6.835,1.4065,2009-04-08
100.43,49.82,6.834,1.3951,2009-04-09
100.3,49.78,6.8333,1.391,2009-04-10
100.12,49.77,6.8347,1.3721,2009-04-13
99.08,49.62,6.832,1.3725,2009-04-14
99.37,49.55,6.8321,1.3835,2009-04-15
99.29,49.63,6.8316,1.3887,2009-04-16
99.21,49.8,6.8325,1.3881,2009-04-17
98.29,49.78,6.8331,1.4245,2009-04-20
98.6,50.45,6.8254,1.4094,2009-04-21
98.14,50.2,6.8296,1.4067,2009-04-22
97.88,49.88,6.8265,1.4075,2009-04-23
97.08,49.69,6.825,1.385,2009-04-24
96.57,50.15,6.827,1.3972,2009-04-27
96.49,50.47,6.8266,1.4198,2009-04-28
96.97,50.05,6.8243,1.3759,2009-04-29
98.76,49.7,6.818,1.3667,2009-04-30
99.24,49.65,6.818,1.3717,2009-05-01
99.12,49.75,6.8223,1.3535,2009-05-04
98.76,49.22,6.8185,1.3448,2009-05-05
98.6,49.4,6.8176,1.3392,2009-05-06
99,49.09,6.8215,1.3194,2009-05-07
99.01,49.13,6.82,1.3142,2009-05-08
97.45,49.44,6.823,1.3134,2009-05-11
96.59,49.21,6.821,1.3098,2009-05-12
95.75,49.58,6.822,1.321,2009-05-13
95.62,49.65,6.8248,1.3205,2009-05-14
94.89,49.38,6.8225,1.3287,2009-05-15
96.05,47.58,6.8265,1.3165,2009-05-18
96.1,47.65,6.8245,1.2918,2009-05-19
95.16,47.3,6.8248,1.287,2009-05-20
94.97,47.3,6.8245,1.2915,2009-05-21
94.45,46.95,6.8227,1.2734,2009-05-22
94.81,47.7,6.8326,1.2752,2009-05-26
95.01,47.61,6.8272,1.27,2009-05-27
96.76,47.5,6.8278,1.2721,2009-05-28
95.55,47.11,6.8278,1.2511,2009-05-29
96.53,46.78,6.8264,1.2344,2009-06-01
95.72,46.84,6.8305,1.2204,2009-06-02
95.72,46.88,6.829,1.2341,2009-06-03
96.37,47.19,6.8331,1.2516,2009-06-04
98.18,47.05,6.8329,1.2481,2009-06-05
98.56,47.5,6.8371,1.2737,2009-06-08
97.6,47.3,6.8353,1.2531,2009-06-09
98.13,47.18,6.833,1.2433,2009-06-10
97.83,47.49,6.8358,1.2203,2009-06-11
98.17,47.6,6.8352,1.2297,2009-06-12
98.03,47.67,6.8361,1.2626,2009-06-15
96.26,47.61,6.8338,1.25,2009-06-16
95.65,47.96,6.8364,1.2679,2009-06-17
96.36,48.18,6.8344,1.2441,2009-06-18
96.15,48,6.836,1.2329,2009-06-19
95.9,48.5,6.834,1.2665,2009-06-22
95.32,48.45,6.8346,1.2657,2009-06-23
95.38,48.4,6.8307,1.2456,2009-06-24
96.21,48.5,6.8344,1.2516,2009-06-25
95.19,48,6.833,1.2418,2009-06-26
95.84,48,6.8334,1.2398,2009-06-29
96.42,47.74,6.8302,1.2415,2009-06-30
96.41,47.75,6.8331,1.2338,2009-07-01
95.9,47.9,6.8312,1.2582,2009-07-02
95.95,47.8,6.832,1.2522,2009-07-03
95,48.5,6.8342,1.2623,2009-07-06
95.11,48.44,6.8326,1.2558,2009-07-07
92.9,48.8,6.8323,1.2853,2009-07-08
92.79,48.57,6.8317,1.2765,2009-07-09
92.33,48.76,6.8325,1.2902,2009-07-10
92.74,49.16,6.8326,1.2809,2009-07-13
93.03,48.955,6.833,1.2666,2009-07-14
94.09,48.55,6.8315,1.2436,2009-07-15
93.59,48.61,6.831,1.247,2009-07-16
94.08,48.56,6.8309,1.248,2009-07-17
94.52,48.1,6.8303,1.2299,2009-07-20
93.36,48.2,6.83,1.2311,2009-07-21
93.77,48.45,6.8305,1.2253,2009-07-22
94.75,48.25,6.8308,1.2186,2009-07-23
94.86,48.16,6.8313,1.2252,2009-07-24
95.32,48.11,6.8312,1.2177,2009-07-27
94.6,48.2,6.8308,1.2067,2009-07-28
95.13,48.25,6.8314,1.2249,2009-07-29
95.67,48.35,6.8321,1.2089,2009-07-30
94.54,47.91,6.8319,1.1992,2009-07-31
95.23,47.4,6.8308,1.1865,2009-08-03
95.41,47.46,6.8302,1.1874,2009-08-04
94.98,47.27,6.8307,1.1927,2009-08-05
95.56,47.52,6.8312,1.1909,2009-08-06
97.65,47.72,6.8316,1.1946,2009-08-07
97.23,47.7,6.8341,1.1937,2009-08-10
95.94,47.88,6.8349,1.2054,2009-08-11
96.16,48.22,6.8349,1.2,2009-08-12
95.46,48.11,6.8336,1.191,2009-08-13
94.64,48.18,6.8341,1.2015,2009-08-14
94.33,48.82,6.8358,1.2145,2009-08-17
94.72,48.79,6.8337,1.2194,2009-08-18
93.87,48.7,6.834,1.2058,2009-08-19
94.12,48.58,6.8317,1.2037,2009-08-20
94.6,48.43,6.8313,1.1977,2009-08-21
94.47,48.5,6.8308,1.1895,2009-08-24
94.28,48.755,6.8318,1.1888,2009-08-25
94.25,48.9,6.8309,1.2088,2009-08-26
93.57,48.81,6.8316,1.1969,2009-08-27
93.55,48.52,6.83,1.1869,2009-08-28
92.82,48.83,6.8299,1.185,2009-08-31
93.09,49.05,6.8295,1.2039,2009-09-01
92.43,48.88,6.8303,1.2015,2009-09-02
92.54,48.87,6.8298,1.1896,2009-09-03
92.75,48.86,6.8293,1.1786,2009-09-04
92.21,48.4,6.827,1.1579,2009-09-08
91.85,48.33,6.8286,1.1575,2009-09-09
91.86,48.45,6.8291,1.1633,2009-09-10
90.3,48.39,6.828,1.1562,2009-09-11
90.85,48.67,6.8282,1.1623,2009-09-14
90.95,48.5,6.8289,1.1624,2009-09-15
91,48.2,6.8247,1.1463,2009-09-16
91.15,48.1,6.8262,1.1453,2009-09-17
91.31,48.02,6.827,1.1537,2009-09-18
91.87,47.95,6.8287,1.1579,2009-09-21
91.08,47.86,6.8268,1.1447,2009-09-22
91.45,47.9,6.8254,1.1465,2009-09-23
91.16,47.89,6.8263,1.1513,2009-09-24
89.83,47.93,6.8273,1.1554,2009-09-25
89.34,47.75,6.8265,1.145,2009-09-28
90.26,48.05,6.8273,1.1493,2009-09-29
89.49,48.09,6.8262,1.1333,2009-09-30
89.73,47.72,6.826,1.1455,2009-10-01
89.62,47.61,6.826,1.1553,2009-10-02
89.56,47.39,6.826,1.14,2009-10-05
88.77,46.79,6.826,1.1221,2009-10-06
88.76,46.58,6.826,1.1264,2009-10-07
88.44,46.2,6.826,1.1023,2009-10-08
89.69,46.44,6.8248,1.1069,2009-10-09
89.71,46.28,6.8264,1.102,2009-10-13
89.44,46,6.8261,1.0949,2009-10-14
90.39,46.04,6.827,1.0865,2009-10-15
90.73,46.2,6.8266,1.0919,2009-10-16
90.72,46.02,6.8266,1.0792,2009-10-19
90.83,46.24,6.8254,1.0859,2009-10-20
91.04,46.34,6.8272,1.0782,2009-10-21
